Date,Monitors,Transect_Name,Site,Transect_length,Transect_Distance,Quadrat_Notes,Percent_Cover,PSOC,Cover_Category,Habitat,Phase
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,20,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,WL1E,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,0,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,10,,0,,OTHER COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,28,,25,unlisted,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,12,,0,,OTHER COVER,Wetland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,0,,0,,OTHER COVER,Upland,NA
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,18,,0,,OTHER COVER,Wetland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,28,,0,,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,16,,20,log,OTHER COVER,Wetland,Phase 2
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,0,,0,,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,22,,5,log,OTHER COVER,Wetland,Phase 2
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,14,,99,mulch/woodchips,OTHER COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,20,,0,,OTHER COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,30,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 2
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,16,,12,unlisted,OTHER COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,12,,1,unlisted,OTHER COVER,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,26,,7,moss,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 2
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,6,,0,,OTHER COVER,Upland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,2,,0,,OTHER COVER,Wetland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,24,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,24,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,28,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,2,,0,,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,10,,0,,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,10,,20,unlisted,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,WL1E,harder_seep,30,2,,0,,OTHER COVER,Wetland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,22,,0,,OTHER COVER,Upland,NA
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,20,,5,unlisted,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 2
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,30,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,6,,0,,OTHER COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,12,,7,unlisted,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,18,,0,,OTHER COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U2E,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,2,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,16,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,28,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,18,,55,unlisted,OTHER COVER,Wetland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 2
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,12,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,12,,4,unlisted,OTHER COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,16,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,2,,0,,OTHER COVER,Wetland,Phase 2
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,2,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,2,,1,lichen,OTHER COVER,Upland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,6,,0,,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,14,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,10,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,8,,1,unlisted,OTHER COVER,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,24,Same as 25 left by claire. To be edited later,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,18,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,0,,20,log,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,20,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,4,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,20,,0,,OTHER COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1E,harder_seep,30,24,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,16,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 2
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,20,,0,,OTHER COVER,Upland,NA
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,14,,5,unlisted,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,22,,4,unlisted,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,12,,5,log,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,10,,0,,OTHER COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,12,,0,,OTHER COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,4,,2,unlisted,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,14,,0,,OTHER COVER,Upland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,12,,0,,OTHER COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,6,,15,unlisted,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,0,,40,log,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2025-01-30,Zoe Jenkins Camryn takahashi,WL1W,harder_seep,30,28,,7,moss,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,0,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,4,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,28,,20,unlisted,OTHER COVER,Wetland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,2,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,18,,3,lichen,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,2,,15,standing_water,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,18,,0,,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,WL1W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1W,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 2
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,28,,0,,OTHER COVER,Upland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,24,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,WL1E,harder_seep,30,2,,0,,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL1E,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,4,,11,unlisted,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",U2E,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 2
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,2,moss,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,4,,0,,OTHER COVER,Upland,NA
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,6,,25,standing_water,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,18,,0,,OTHER COVER,Wetland,Phase 2
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,12,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,8,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1W,harder_seep,30,24,,0,,OTHER COVER,Upland,Phase 1
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,26,,0,,OTHER COVER,Upland,NA
2020-10-15,Wayne C,U1W,harder_seep,30,4,,0,,OTHER COVER,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,10,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 2
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL4W,harder_seep,30,28,,0,,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,U1E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,26,,0,,OTHER COVER,Upland,Phase 1
2026-02-09,"Kaitlyn Porterfield, Claire  Wilhelm-Safian",WL3W,harder_seep,30,0,,0,,OTHER COVER,Wetland,Phase 2
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,14,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,22,,0,,OTHER COVER,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U1E,harder_seep,30,24,,5,unlisted,OTHER COVER,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,18,,1,unlisted,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,WL1E,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,12,,0,,OTHER COVER,Upland,Phase 1
2025-01-24,Claire Wilhelm-Safian,U2E,harder_seep,30,0,,0,,OTHER COVER,Upland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,4,,0,,OTHER COVER,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,8,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,4,,7,standing_water,OTHER COVER,Wetland,Phase 1
2023-10-12,"Claire WS, Levi C",U1E,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2023-10-18,"Claire WS, James M",U1W,harder_seep,30,18,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,U2E,harder_seep,30,22,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne C,WL2W,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,6,,0,,OTHER COVER,Wetland,Phase 2
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,16,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,0,,0,,OTHER COVER,Upland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,31,black_plastic,OTHER COVER,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,16,,0,,OTHER COVER,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,0,,20,log,OTHER COVER,Wetland,Phase 2
2023-10-12,"Claire WS, Levi C",WL1W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,5,,0,,OTHER COVER,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,0,,OTHER COVER,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,14,,0,,OTHER COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman, Calen Campos",WL2W,harder_seep,30,0,,0,,OTHER COVER,Wetland,Phase 1
2020-10-15,Wayne C,U1E,harder_seep,30,2,,0,,OTHER COVER,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,0,,OTHER COVER,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,4,,0,,OTHER COVER,Wetland,Phase 2
2020-10-15,Wayne C,U2E,harder_seep,30,20,,0,,OTHER COVER,Upland,Phase 1
2020-10-15,Wayne chapman,WL1W,harder_seep,30,30,,0,,OTHER COVER,Wetland,Phase 1
2025-11-25,"Claire, Calen",WL2W,harder_seep,30,14,,12,log,OTHER COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,0,,44,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-18,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,2,,141,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-18,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,4,,57,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,6,,3,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,8,,9,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,10,,8,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,12,,64,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,14,,83,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,16,,143,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,18,,80,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,20,,90,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,22,,23,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,24,,20,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,26,,48,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
2023-10-11,"Claire WS, Wayne C, Calen C, James M",WL2W,harder_seep,30,28,,3,Sum of Native Cover,NATIVE COVER,Wetland,Phase 1
