ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,Seep Transect Name/Number,WSW Transect Name/Number,x,y
6990,92886807-c4c9-4229-9430-7e918f54c55f,6/25/2024 7:00:00 PM,Andy Lanes,yes,Anacapa west,minor,manzanita_village,,,,,,,,27,,,,9,Left,transition,,0,90,0,,2,65,1,8,0,0,90,0,0,163,6/26/2024 10:53:46 PM,ccber_user,6/26/2024 10:53:46 PM,ccber_user,,,-119.851860614119,34.4080960937288
6991,e41319cf-be64-4432-9a2a-fa45217a8c06,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,11,Right,bottom,,0,75,0,,5,181,0,0,0,0,75,0,0,256,6/26/2024 10:53:47 PM,ccber_user,6/26/2024 10:53:47 PM,ccber_user,,,-119.85191277894,34.4082455121336
6992,9e75bf63-741e-4e31-99d8-a1b682d53af1,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,13,Left,bottom,,0,75,0,,4,115,0,0,0,0,75,0,0,190,6/26/2024 10:53:48 PM,ccber_user,6/26/2024 10:53:48 PM,ccber_user,,,-119.851859746195,34.4081584190796
6993,8acf6453-ed91-4577-84b2-2a747c40746b,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,15,Right,bottom,,0,80,0,,2,100,0,0,0,0,80,75,0,255,6/26/2024 10:53:49 PM,ccber_user,6/26/2024 10:53:49 PM,ccber_user,,,-119.851877108252,34.408171180224
6994,f50ad0b1-7192-4c08-a2df-6fdeb231180b,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,17,Left,bottom,,0,65,50,,3,117,0,0,0,0,115,0,0,232,6/26/2024 10:53:51 PM,ccber_user,6/26/2024 10:53:51 PM,ccber_user,,,-119.851887499572,34.4081982979483
6995,1ec68a87-14ef-483c-b747-9404c976d67c,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa,minor,manzanita_village,,,,,,,,27,,,,19,Right,transition,,0,75,0,,3,150,3,32,0,0,75,10,0,267,6/26/2024 10:53:52 PM,ccber_user,6/26/2024 10:53:52 PM,ccber_user,,,-119.851903225519,34.4082039622557
6996,57b8e006-62ea-40fc-89a6-97368cfa0f24,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,21,Left,edge,,2,80,0,,5,33,3,99,0,0,80,0,2,214,6/26/2024 10:53:53 PM,ccber_user,6/26/2024 10:53:53 PM,ccber_user,,,-119.851918077485,34.4082524354083
6997,da05a1ee-c411-44d4-9a0d-7a95cc09c1f3,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West,minor,manzanita_village,,,,,,,,27,,,,23,Right,edge,,0,100,0,,3,12,4,89,0,0,100,0,0,201,6/26/2024 10:53:54 PM,ccber_user,6/26/2024 10:53:54 PM,ccber_user,,,-119.851912508949,34.4082658909839
6998,1b722112-4e19-46f3-b0a3-b036e7f788fc,6/26/2024 7:00:00 PM,Andy Lanes,yes,Anacapa West ,minor,manzanita_village,,,,,,,,27,,,,25,Left,edge,,0,100,0,,5,11,4,56,0,0,100,0,0,167,6/26/2024 10:53:55 PM,ccber_user,6/26/2024 10:53:55 PM,ccber_user,,,-119.851892286096,34.4082853933762
6999,0fcf525f-5b4f-440f-922a-9e0c54d0b0f9,6/26/2024 7:00:00 PM,Andy Lanes,yes,Santa Rosa,minor,manzanita_village,,,,,,,,32,,,,1,Left,edge,,0,100,0,,4,29,4,72,0,0,100,0,0,201,6/26/2024 10:53:56 PM,ccber_user,6/26/2024 10:53:56 PM,ccber_user,,,-119.852417837356,34.4083761121622
7000,22b1915d-8e19-4a25-a9b5-c6d15e163e2f,6/26/2024 7:00:00 PM,Andy Lanes,yes,Santa Rosa,minor,manzanita_village,,,,,,,,32,,,,3,Right,edge,,0,100,0,,2,87,2,32,0,0,100,0,0,219,6/26/2024 10:53:57 PM,ccber_user,6/26/2024 10:53:57 PM,ccber_user,,,-119.852223129241,34.4082115978208
7001,3e07739c-07ce-468e-9cbe-a73075b9bc6b,6/26/2024 7:00:00 PM,Andy Lanes,yes,Santa Rosa,minor,manzanita_village,,,,,,,,32,,,,5,Left,transition,,15,75,0,,4,130,2,61,0,0,75,0,15,281,6/26/2024 10:53:58 PM,ccber_user,6/26/2024 10:53:58 PM,ccber_user,,,-119.85223275958,34.4082160267561
7002,f30755df-0368-4e89-aaa6-9b97e210ccab,6/27/2024 7:00:00 PM,"Nolan Fuss, Camryn Takahashi",no,,,ncos,,,,GL-11,,,,30,11:23,,,0,Left,,,1,6,0,,4,33,11,141,0,0,6,0,1,181,6/27/2024 9:11:45 PM,ccber_user,8/1/2024 4:47:03 PM,CCBER-Admin,,,-119.878463039998,34.4177892399994
7003,3e07da06-4e23-424b-b54c-b4c7aad20571,6/27/2024 7:00:00 PM,"Nolan Fuss, Camryn Takahasi, Hannah Burdick",no,,,ncos,,,,GL-11,,,,30,13:12,,,3,Right,,,0,1,0,,1,25,6,128,0,0,1,0,0,154,6/27/2024 9:11:49 PM,ccber_user,6/27/2024 9:11:49 PM,ccber_user,,,-119.87844317,34.4178168
7004,ecc25b32-3eb9-4d26-9274-f92dcd16169d,6/27/2024 7:00:00 PM,"Nolan Fuss, Camryn Takahasi, Hannah Burdick",no,,,ncos,,,,GL-11,,,,30,13:12,,,6,Left,,,10,1,0,,2,36,9,101,0,0,1,0,10,148,6/27/2024 9:11:51 PM,ccber_user,6/27/2024 9:11:51 PM,ccber_user,,,-119.87840011,34.41778893
7005,bd06364f-3310-4f98-ac9d-48fe5d12e6c6,6/27/2024 7:00:00 PM,"Nolan Fuss, Camryn Takahasi, Hannah Burdick",no,,,ncos,,,,GL-11,,,,30,13:12,,,9,Right,,,2,2,0,,1,28,9,150,0,0,2,0,2,182,6/27/2024 9:11:53 PM,ccber_user,8/1/2024 4:45:24 PM,CCBER-Admin,,,-119.878402199998,34.4177989599994
7006,f74fd8c8-b4e7-46e0-9d44-a1dfa2ea3971,6/27/2024 7:00:00 PM,"Nolan Fuss, Camryn Takahasi, Hannah Burdick",no,,,ncos,,,,GL-11,,,,30,13:12,,,12,Left,,,1,5,0,,2,27,11,117,0,0,5,0,1,150,6/27/2024 9:11:56 PM,ccber_user,6/27/2024 9:11:56 PM,ccber_user,,,-119.87837275,34.41779445
7007,d94bdd66-52f9-44b8-9d85-3a84607c7a45,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,0,Right,,,44,11,0,,14,30,4,15,0,0,11,0,44,100,6/27/2024 11:58:51 PM,ccber_user,6/27/2024 11:58:51 PM,ccber_user,,,-119.858228383901,34.3963963963964
7008,0ba29c61-fded-4bc1-a5a9-bd1154665d89,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,2,Left,,,9,0,0,,15,107,4,11,0,0,0,0,9,127,6/27/2024 11:58:53 PM,ccber_user,6/27/2024 11:58:53 PM,ccber_user,,,-119.858228383901,34.3963963963964
7009,62f2b817-ec8b-42c1-a21d-8ac4b923e60e,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,4,Right,,,0,0,0,,10,154,1,1,0,0,0,0,0,155,6/27/2024 11:58:55 PM,ccber_user,6/27/2024 11:58:55 PM,ccber_user,,,-119.858228383901,34.3963963963964
7010,288fd49a-93c5-44da-a217-d538d141175f,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,6,Left,,,0,0,0,,6,128,0,0,0,0,0,0,0,128,6/27/2024 11:58:57 PM,ccber_user,6/27/2024 11:58:57 PM,ccber_user,,,-119.858228383901,34.3963963963964
7011,c9aebc11-a721-4fdb-972d-1e7059c491ed,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,8,Right,,,0,0,0,,5,117,1,1,0,0,0,0,0,118,6/27/2024 11:58:58 PM,ccber_user,6/27/2024 11:58:58 PM,ccber_user,,,-119.858228383901,34.3963963963964
7012,3ee02cd0-6f78-4511-a2be-ad15de87f220,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,10,Left,,,0,0,0,,4,114,0,0,0,0,0,0,0,114,6/27/2024 11:59:00 PM,ccber_user,6/27/2024 11:59:00 PM,ccber_user,,,-119.858228383901,34.3963963963964
7013,6d16fd1e-4007-4377-a5fe-93dc7497d041,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,12,Right,,,0,0,0,,9,156,0,0,0,0,0,0,0,156,6/27/2024 11:59:02 PM,ccber_user,6/27/2024 11:59:02 PM,ccber_user,,,-119.858228383901,34.3963963963964
7014,fffe341f-965a-4c91-91ee-b611c2d7e25b,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,14,Left,,,0,0,0,,6,130,0,0,0,0,0,0,0,130,6/27/2024 11:59:03 PM,ccber_user,6/27/2024 11:59:03 PM,ccber_user,,,-119.858228383901,34.3963963963964
7015,973d1b63-e713-470d-a487-4395d7c4241e,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,16,Right,,,0,0,0,,5,108,1,1,0,0,0,0,0,109,6/27/2024 11:59:05 PM,ccber_user,6/27/2024 11:59:05 PM,ccber_user,,,-119.858228383901,34.3963963963964
7016,d18340e4-b0f9-4ae5-8208-c5dc8fa20c8f,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,18,Left,,,0,0,0,,4,121,0,0,0,0,0,0,0,121,6/27/2024 11:59:06 PM,ccber_user,6/27/2024 11:59:06 PM,ccber_user,,,-119.858228383901,34.3963963963964
7017,428da45f-8f6d-4a08-baff-33a7ec0ce6ad,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,20,Right,,,0,0,0,,7,127,2,3,0,0,0,0,0,130,6/27/2024 11:59:08 PM,ccber_user,6/27/2024 11:59:08 PM,ccber_user,,,-119.858228383901,34.3963963963964
7018,fec38477-4c13-4dcb-94c1-df9cf746065c,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,22,Left,,,0,0,0,,4,127,0,0,0,0,0,0,0,127,6/27/2024 11:59:10 PM,ccber_user,6/27/2024 11:59:10 PM,ccber_user,,,-119.858228383901,34.3963963963964
7019,2f107e76-8f87-4248-b24f-5c701a37a90e,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,24,Right,,,0,4,0,,4,102,1,8,0,0,4,0,0,114,6/27/2024 11:59:12 PM,ccber_user,6/27/2024 11:59:12 PM,ccber_user,,,-119.858228383901,34.3963963963964
7020,6d8f0e68-38ca-4b1e-9adc-72b603e244e4,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,26,Left,,,0,0,0,,7,96,1,8,0,0,0,0,0,104,6/27/2024 11:59:13 PM,ccber_user,6/27/2024 11:59:13 PM,ccber_user,,,-119.858228383901,34.3963963963964
7021,3db14b9a-c9ba-4781-a0d2-e9f12024f756,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,28,Left,,,0,0,0,,4,106,2,3,0,0,0,0,0,109,6/27/2024 11:59:15 PM,ccber_user,6/27/2024 11:59:15 PM,ccber_user,,,-119.858228383901,34.3963963963964
7022,894a7107-7371-45f3-8abe-f5ca5e4a3085,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,30,Right,,,3,0,0,,8,61,1,36,0,0,0,0,3,100,6/27/2024 11:59:17 PM,ccber_user,6/27/2024 11:59:17 PM,ccber_user,,,-119.858228383901,34.3963963963964
7023,8e829946-49bd-4808-8bd1-2a018988fcf5,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,32,Left,,,9,0,0,,6,61,2,30,0,0,0,0,9,100,6/27/2024 11:59:19 PM,ccber_user,6/27/2024 11:59:19 PM,ccber_user,,,-119.858228383901,34.3963963963964
7024,556593fa-3096-487f-91c7-29c7060cf0ff,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,34,Right,,,8,0,0,,6,86,2,6,0,0,0,0,8,100,6/27/2024 11:59:20 PM,ccber_user,6/27/2024 11:59:20 PM,ccber_user,,,-119.858228383901,34.3963963963964
7025,5f540c42-dd37-4987-a1ac-9db42f59627a,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,36,Left,,,0,0,0,,8,123,3,7,0,0,0,0,0,130,6/27/2024 11:59:22 PM,ccber_user,6/27/2024 11:59:22 PM,ccber_user,,,-119.858228383901,34.3963963963964
7026,10919b13-faaf-4f2d-baad-3cd0bed8e1fe,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,38,Right,,,36,5,0,,8,55,2,4,0,0,5,0,36,100,6/27/2024 11:59:23 PM,ccber_user,6/27/2024 11:59:23 PM,ccber_user,,,-119.858228383901,34.3963963963964
7027,9790d5f9-f8fc-41d0-9d37-2e17669f2ea1,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,40,Left,,,2,0,0,,10,83,3,28,0,0,0,0,2,113,6/27/2024 11:59:25 PM,ccber_user,6/27/2024 11:59:25 PM,ccber_user,,,-119.858228383901,34.3963963963964
7028,ef8004ba-711d-42d8-b23c-515d9cc5d60d,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,42,Right,,,23,5,0,,12,42,3,30,0,0,5,0,23,100,6/27/2024 11:59:26 PM,ccber_user,6/27/2024 11:59:26 PM,ccber_user,,,-119.858228383901,34.3963963963964
7029,f2a6d173-4e81-4a0d-84c7-d91488e27d49,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,44,Left,,,25,4,0,,12,39,3,32,0,0,4,0,25,100,6/27/2024 11:59:28 PM,ccber_user,6/27/2024 11:59:28 PM,ccber_user,,,-119.858228383901,34.3963963963964
7030,382cd9e5-d2d1-4adf-9b1d-160f850e0ee3,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,46,Right,,,5,0,0,,9,18,2,77,0,0,0,0,5,100,6/27/2024 11:59:29 PM,ccber_user,6/27/2024 11:59:29 PM,ccber_user,,,-119.858228383901,34.3963963963964
7031,d701f490-b21c-455e-8e53-a89fa108c6e7,6/27/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,UNLISTED,Island-9,,,,Island-9,50,09:23,,,48,Left,,,5,0,0,,4,67,2,28,0,0,0,0,5,100,6/27/2024 11:59:31 PM,ccber_user,6/27/2024 11:59:31 PM,ccber_user,,,-119.858228383901,34.3963963963964
7032,772ec713-6d19-45e0-a0b3-3eec51a82bdd,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,0,Right,,,0,0,0,,5,104,1,1,0,0,0,0,0,105,6/28/2024 11:54:06 PM,ccber_user,6/28/2024 11:54:06 PM,ccber_user,,,-119.858228383901,34.3963963963964
7033,7cb442ae-45e7-4513-a62a-3bd4fc92f8c8,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,2,Left,,,0,0,0,,6,101,2,17,0,0,0,0,0,118,6/28/2024 11:54:10 PM,ccber_user,6/28/2024 11:54:10 PM,ccber_user,,,-119.858228383901,34.3963963963964
7034,74fab135-9f93-48f9-88b8-79a03a3ee765,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,4,Right,,,0,0,0,,9,97,2,10,0,0,0,0,0,107,6/28/2024 11:54:11 PM,ccber_user,6/28/2024 11:54:11 PM,ccber_user,,,-119.858228383901,34.3963963963964
7035,951d5535-bd7d-4dd4-9916-a0b02398fcb8,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,6,Left,,,0,0,0,,6,118,4,19,0,0,0,0,0,137,6/28/2024 11:54:14 PM,ccber_user,6/28/2024 11:54:14 PM,ccber_user,,,-119.858228383901,34.3963963963964
7036,c72b5a8b-b00b-4f7f-b556-9001bdd5cba7,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,8,Right,,,0,0,0,,7,91,4,30,0,0,0,20,0,141,6/28/2024 11:54:16 PM,ccber_user,6/28/2024 11:54:16 PM,ccber_user,,,-119.858228383901,34.3963963963964
7037,31f898fa-8745-4816-89e2-72fcbf96b5dc,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,10,Left,,,0,0,0,,10,140,3,12,0,0,0,0,0,152,6/28/2024 11:54:18 PM,ccber_user,6/28/2024 11:54:18 PM,ccber_user,,,-119.858228383901,34.3963963963964
7038,5290c59c-5184-4365-87db-d5aabe631da0,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,12,Right,,,0,0,0,,6,81,5,27,0,0,0,0,0,108,6/28/2024 11:54:20 PM,ccber_user,6/28/2024 11:54:20 PM,ccber_user,,,-119.858228383901,34.3963963963964
7039,e556ac02-4434-4a01-a9a1-684e055bdec3,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,14,Left,,,0,0,0,,5,118,1,3,0,0,0,10,0,131,6/28/2024 11:54:21 PM,ccber_user,6/28/2024 11:54:21 PM,ccber_user,,,-119.858228383901,34.3963963963964
7040,6c06de1a-c1f5-479f-b03a-e8ed6bbedbb9,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,16,Left,,,0,0,0,,4,107,4,13,0,0,0,0,0,120,6/28/2024 11:54:23 PM,ccber_user,6/28/2024 11:54:23 PM,ccber_user,,,-119.858228383901,34.3963963963964
7041,c41797cd-d3fd-4b02-a09f-7d45ff5464b2,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,18,Left,,,0,0,0,,3,115,0,0,0,0,0,0,0,115,6/28/2024 11:54:25 PM,ccber_user,6/28/2024 11:54:25 PM,ccber_user,,,-119.858228383901,34.3963963963964
7042,9e310bfa-c980-4890-b524-350816700da7,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,20,Right,,,0,0,0,,6,113,1,12,0,0,0,0,0,125,6/28/2024 11:54:27 PM,ccber_user,6/28/2024 11:54:27 PM,ccber_user,,,-119.858228383901,34.3963963963964
7043,38d29785-e8df-4e99-82fe-eadd690c029d,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,22,Left,,,0,0,0,,6,101,2,6,0,0,0,0,0,107,6/28/2024 11:54:28 PM,ccber_user,6/28/2024 11:54:28 PM,ccber_user,,,-119.858228383901,34.3963963963964
7044,dc816174-b1c5-49c8-9965-3bc6c2cf2611,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,24,Right,,,5,0,0,,7,109,4,10,0,0,0,0,5,124,6/28/2024 11:54:30 PM,ccber_user,6/28/2024 11:54:30 PM,ccber_user,,,-119.858228383901,34.3963963963964
7045,cd7c2b2b-81a1-4455-8ecb-ccda3c618265,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,26,Left,,,0,12,0,,4,81,3,12,0,0,12,0,0,105,6/28/2024 11:54:32 PM,ccber_user,6/28/2024 11:54:32 PM,ccber_user,,,-119.858228383901,34.3963963963964
7046,e4d0fa92-e991-4b2e-be44-610d8eea3639,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,28,Right,,,0,10,0,,7,76,3,14,0,0,10,0,0,100,6/28/2024 11:54:34 PM,ccber_user,6/28/2024 11:54:34 PM,ccber_user,,,-119.858228383901,34.3963963963964
7047,de1b22d8-2c38-484e-bfc6-8728c14b52cb,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,30,Left,,,20,0,0,,7,66,5,19,0,0,0,0,20,105,6/28/2024 11:54:35 PM,ccber_user,6/28/2024 11:54:35 PM,ccber_user,,,-119.858228383901,34.3963963963964
7048,1f1e3367-ccaf-4c12-88eb-6dcfaebf193c,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,32,Right,,,0,0,0,,4,96,3,4,0,0,0,0,0,100,6/28/2024 11:54:37 PM,ccber_user,6/28/2024 11:54:37 PM,ccber_user,,,-119.858228383901,34.3963963963964
7049,8a60978e-d8c3-4f2d-afeb-0b9343f41c06,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,34,Left,,,0,0,0,,6,135,1,1,0,0,0,0,0,136,6/28/2024 11:54:39 PM,ccber_user,6/28/2024 11:54:39 PM,ccber_user,,,-119.858228383901,34.3963963963964
7050,faca605b-b903-45dd-9b9b-a12f5300b5ab,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,36,Right,,,43,0,0,,6,38,4,19,0,0,0,0,43,100,6/28/2024 11:54:41 PM,ccber_user,6/28/2024 11:54:41 PM,ccber_user,,,-119.858228383901,34.3963963963964
7051,8ba0d4b5-df3f-484b-aeae-92fc1bb76cfd,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,38,Left,,,0,0,0,,4,115,2,7,0,0,0,0,0,122,6/28/2024 11:54:43 PM,ccber_user,6/28/2024 11:54:43 PM,ccber_user,,,-119.858228383901,34.3963963963964
7052,b67ca582-9ebd-43ad-abce-73d18ac57f78,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,40,Right,,,0,0,0,,5,107,4,4,0,0,0,0,0,111,6/28/2024 11:54:45 PM,ccber_user,6/28/2024 11:54:45 PM,ccber_user,,,-119.858228383901,34.3963963963964
7053,9c266285-426d-4854-a2a2-beee9efe983c,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,42,Left,,,0,0,0,,3,101,3,8,0,0,0,0,0,109,6/28/2024 11:54:46 PM,ccber_user,6/28/2024 11:54:46 PM,ccber_user,,,-119.858228383901,34.3963963963964
7054,fb2ea381-f667-43f1-9fa2-e870bbd96c15,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,44,Right,,,0,0,0,,3,106,0,0,0,0,0,0,0,106,6/28/2024 11:54:48 PM,ccber_user,6/28/2024 11:54:48 PM,ccber_user,,,-119.858228383901,34.3963963963964
7055,e4a3a264-6e79-4bdb-88ca-09b99fd6422c,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,46,Left,,,53,0,0,,7,34,7,13,0,0,0,0,53,100,6/28/2024 11:54:50 PM,ccber_user,6/28/2024 11:54:50 PM,ccber_user,,,-119.858228383901,34.3963963963964
7056,d7f981fc-dab4-4abd-8e0a-200363fabea2,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,48,Right,,,49,0,0,,5,31,6,20,0,0,0,0,49,100,6/28/2024 11:54:52 PM,ccber_user,6/28/2024 11:54:52 PM,ccber_user,,,-119.858228383901,34.3963963963964
7057,9e45f02f-1100-4d95-9858-36ecd0e9cdb6,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,50,Left,,,0,0,0,,5,107,2,11,0,0,0,0,0,118,6/28/2024 11:54:53 PM,ccber_user,6/28/2024 11:54:53 PM,ccber_user,,,-119.858228383901,34.3963963963964
7058,30f5447d-b6e1-43b6-9667-f77b754614f7,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,52,Right,,,0,10,0,,6,84,5,6,0,0,10,0,0,100,6/28/2024 11:54:55 PM,ccber_user,6/28/2024 11:54:55 PM,ccber_user,,,-119.858228383901,34.3963963963964
7059,3d5c3c95-8634-4e43-a3f9-a8b0d0d47406,6/28/2024 7:00:00 PM,"Chris Berry, Ava TC",no,,,campus_lagoon,,Island-2,,,,,,70,09:29,,,54,Left,,,13,0,0,,6,79,6,18,0,0,0,0,13,110,6/28/2024 11:54:57 PM,ccber_user,6/28/2024 11:54:57 PM,ccber_user,,,-119.858228383901,34.3963963963964
